GENESIS,"జెనెసిసి మోటార్ ఎల్ ఎల్ సి జెనిసిస్ గా పిలువ బడే విలాస వంతమైన కార్ల ఉత్పత్తులలో దక్షిణ కొరియా  హ్యుండాయ్   మోటార్ గ్రూప్  కు చెందినది.\n2004వ  సంవత్సరంలో హ్యుండాయ్ నూతన  లగ్జరీ జెనెసిస్ సెడాన్  ప్రణాళికను వేసుకొని,  జెనెసిస్ బ్రాండ్ గా 4 నవంబర్ 2015 న అధికారంగా తమ ఉత్పత్తిని ప్రకటించి,   మొట్ట మొదటి జెనెసిస్ స్వతంత్ర మోడల్ జెనెసిస్ జి 90 ని 2017 సంవత్సరం లో ప్రవేశ పెట్టినారు.  జెనెసిస్ బ్రాండ్ మోడల్స్ ను  జెనెసిస్ నమూనాలు  రస్సెల్షీమ్‌ ( జర్మనీ)  లో రూపొందించి,  నామ్యాంగ్ (దక్షిణ కొరియా), ఇర్విన్ (యునైటెడ్ స్టేట్స్), ఉల్సాన్ (దక్షిణ కొరియా) లో తయారు  చేయబడుతున్నాయి. 2020 సంవత్సరంలో, జె.డి.పవర్ జెనెసిస్‌ను ఉత్తర అమెరికాలో అత్యంత నమ్మదగిన ఆటోమోటివ్ బ్రాండ్‌గా పేర్కొన్నారు.",
GMC,"జి ఎమ్ సి ( జర్నల్ మోటార్స్ ట్రక్ కంపెనీ లేక జి ఎమ్ సి  ట్రక్ & కోచ్ భాగములలో , జనరల్ మోటార్స్ కార్పొరేషన్    అమెరికన్ ఆటోమొబైల్ తయారీ జనరల్ మోటార్స్  కు  ( జి. ఎమ్ ) అనుబంద సంస్థ . ఈ కంపెనీ   ప్రధాన లక్ష్యం  , ట్రక్కులు ,  అందరికి ఉపయోగపడే  వాహనాల తయారి పై  కేంద్రీకరించినది . జి ఎమ్ సి తమ ఉత్పత్తులలో   ఎస్ యువి, పికప్ ట్రక్కులు, వ్యాన్ లు,  లైట్ డ్యూటీ ట్రక్కులను ప్రీమియం ఆధారితతో  మార్కెట్   లో ప్రవేశ  పెట్టింది . జి ఎమ్ సి  కంపెనీ గతంలో, జిఎంసి ఫైర్ ట్రక్కులు, అంబులెన్స్ లను ,  హెవీ డ్యూటీ ట్రక్కులను , మిలటరీ కి సంభందించిన  వాహనాలను , మోటార్ హోమ్ లు,  ప్రజలు ప్రయాణం చేసే బస్సులను( ట్రాన్సిట్ బస్సులను)  , మీడియం డ్యూటీ ట్రక్కుల వంటి వాటిని  ఉత్పత్తి చేసింది.",
HONDA,"ది హోండా మోటార్ కంపెనీ ఆటోమొబైల్స్, మోటార్ సైకిళ్లు, పవర్ ఎక్విప్మెంట్ జపాన్ దేశ బహుళ జాతి కంపెనీ.   కంపెనీ   ప్రధాన కార్యాలయం టోక్యోలోని మినాటో లో ఉన్నది . హోండా కంపెనీ సిద్ధాంతాలను , ఆశయాలను  ఆటోమొబైల్స్ తయారీ లో 1963 సంవత్సరం  నుంచి గమనించ వచ్చును. హోండా టి360 ( కీ కార్ )  జపనీస్ మార్కెట్ కొరకు ప్రవేశ పెట్టబడి, ఆ తర్వాత  రెండు డోర్ల రోడ్ స్టర్, హోండా ఎస్500  1963 సంవత్సరం  మార్కెట్ లో ప్రవేశ పెట్టినారు.  కంపెనీ ప్రధాన  ఉత్పత్తులలో అకార్డ్, సివిక్ .  సివిక్ కార్లు కంపాక్ట్ కార్లు గా  ప్రవేశ పెట్టినారు . హోండా 1986  సంవత్సరం లో అకురా అనే   లగ్జరీ బ్రాండ్ ను  ప్రవేశ పెట్టిన  మొదటి జపనీస్ ఆటోమొబైల్.  2001 సంవత్సరం లో జపాన్ లో ఆటోమొబైల్స్  ఉత్పత్తులలో   రెండవ స్థానం గా ,  2015 సంవత్సరం లో ప్రపంచ  ఆటోమొబైల్స్ రంగములో ఎనిమిదవ స్థానం లో ఉండి , 2018 సంవత్సరం వరకు 400 మిలియన్ల ఉత్పత్తికి చేరుకున్నది.",
HYUNDAI,"ది హ్యుండాయ్ మోటార్ కంపెనీ ,  హ్యుండాయ్  దక్షిణ కొరియన్ బహుళజాతి ఆటోమాటివ్ తయారీ చేసే సంస్థ . కంపెనిని 1967 సంవత్సరం లో స్థాపించారు .  ప్రధాన కార్యాలయం సియోల్ నగరం లో ఉన్నది .  కియా కార్పొరేషన్ లో  33.88 శాతం వాటా దారుగా  ఉన్నది.  లగ్జరీ కార్ల అనుబంధ సంస్థ అయిన  జెనిసిస్ మోటార్, ఎలక్ట్రిక్ వేహికల్ సబ్ బ్రాండ్ అయోనిక్  రెండు మార్క్ లను కూడా పూర్తిగా కలిగి ఉండి,  ఆ  బ్రాండ్లు పూర్తిగా హ్యుండాయ్  తో ఉన్నాయి.\nహ్యుండాయ్  ప్రపంచం లో అత్యాధునిక ఆటోమొబైల్ తయారు చేసే దానిగా  దక్షిణ కొరియా లోని అల్సన్ పట్టణం లో ఉంది .   కంపెనీ  సంవత్సరమునకు 1.6  మిలియన్ ఉత్పత్తితో ఉంది.  హ్యుండాయ్ సంస్థలో ప్రపంచ వ్యాప్తంగా  75,000 మంది ఉద్యోగులతో ,193 దేశాలలో అమ్మకాలు కొనసాగిస్తూ  ఉన్న కంపెనీ.",
ICML,"ఇంటర్నేషనల్ కార్స్ అండ్ మోటార్స్ లిమిటెడ్ ( ఐ సి ఎమ్ ఎల్ ) సొనాలిక గ్రూప్ అనుబంధ సంస్థ . భారతదేశం లో కంపెనీ ట్రాక్టర్ ఉత్పత్తిలో 2012 సంవత్సరంలో నాలుగవ స్థానం లో   ఉన్నది. కంపెనీ అమ్మకాల్లో ఇసిఎమ్ఎల్ రైనో , ఇసిఎమ్ఎల్ వంటివి ఉన్నాయి.",
INFINITI,"ఇన్ఫినిటీ విలాసవంతమైన  ఆటోమేకర్  కారు జపాన్ నిస్సాన్ కంపెనీ వారిది. పశ్చిమ అమెరికా లో నవంబర్ 8, 2019 సంవత్సరంలో ఇన్ఫినిటీ కార్ల అమ్మకాలు ప్రారంభం అయినవి. 2020 సంవత్సరం ప్రకారం అమెరికా, చైనా దేశాల   మార్కెట్లో  ప్రధాన మార్కెట్ తో ఉంది.\nఇన్ఫినిటీ సంస్థ ముఖ్య నిర్వాకుడైన  హిరొటో సైకవ   జనవరి 2018 సంవత్సరం లో ఇన్ఫినిటీ బ్రాండ్ కార్ ఎలెక్ట్రిక్ట్ బ్రాండ్ తో,  కంపెనీ నుంచి వచ్చే ఉత్పత్తులలో కొత్త వాహనాలు 2021  సంవత్సరానికి  హైబ్రిడ్ లేదా, ఎలక్ట్రిక్ గా ఉంటాయిని  ప్రకటించాడు.",
ISUZU,"ఇసుజు మోటార్స్ లిమిటెడ్(ఇసుజు) జపాన్ దేశ డీజిల్ వాహనాల తయారీ సంస్థ. కంపెనీ ప్రధాన కార్యాలయం టోక్యో నగరం లో ఉన్నది. కంపెనీ తన అమ్మకాలలో ఇసుజు కంపెనీ వాణిజ్య వాహనములు , డిజిల్ ఇంజిన్స్ ఉత్పత్తి చేయడం ,  మార్కెటింగ్ చేసుకోవడంను   ప్రధాన లక్ష్యం గా పెట్టుకున్నది.\nకంపెనీ అనుబంధ సంస్థలుగా యుడి ట్రక్స్ ,అనడోలు  ఇసుజు ( టర్కిష్ దేశ అందోలు గ్రూప్ ) , సోల్లర్స్- ఇసుజు ( రష్యన్ దేశ  సోల్లెర్స్- జెఎస్ సి ) ఎస్ ఎమ్ ఎల్ ఇసుజు ( స్వరాజ్ మజ్డా   గా భారత దేశం లో పూర్వం ఉన్న కంపెనీ ) , జియాంగ్జి  ఇసుజు మోటార్స్ ( చైనా దేశం లో జియాంగ్లింగ్ మోటార్స్ కంపెనీ ) , ఇసుజు ఆస్ట్రా మోటార్స్ ఇండోనేషియా , ఇసుజు మలేసియా ( ఇసుజు హైకామ్) , ఇసుజు యు.కె , ఇసుజు సౌత్ ఆఫ్రికా , ఇసుజు ఫిలిప్పీన్స్ , తైవాన్ ఇసుజు మోటర్స్, ఇసుజు వియత్నాం , ఇసుజు మోటార్స్ ఇండియా , బివైడి ఇసుజు గా ప్రపంచ దేశాలలో ఉన్నాయి.",
JAGUAR,"జాగ్వర్ విలాసవంతమైన  కారు  జాగ్వర్ ల్యాండ్ రోవర్ తో ఉన్న బ్రిటిష్ దేశ బహుళ జాతి కార్ల తయారీ సంస్థ  వారిది .  సంస్థ ప్రధాన కార్యాలయం ఇంగ్లాండ్ దేశం లో కోవెంట్రీలోని విట్లీలోఉన్నది .  కంపెనీ విలీనం  ల్యాండ్ రోవర్ తో 1 జనవరి 2013 అయ్యేవరకు  జాగ్వర్ కార్ల పేర్ల ఉత్పత్తితో ఉన్న కంపెనీ, విలీనం తర్వాత జాగ్వర్ ల్యాండ్ రోవర్ గా మారింది.\nజాగ్వర్  తన  వ్యాపారం  స్వాలో సైడ్ కార్ కంపెనీ 1922 సంవత్సరంలో ప్రారంభం అయినది. కంపెనీ పేరు ఎస్. ఎస్. కార్స్ నుంచి జాగ్వర్ కార్ గా  1945 సంవత్సరం లో మారింది. కంపెనీ విలీనం  బ్రిటిష్ మోటార్ కార్పొరేషన్  తో   1966 సంవత్సరంలో జరిగి, ఆ తర్వాత బ్రిటిష్ మోటార్ హోల్డింగ్స్ ( బి ఎమ్ ఎచ్ ) గా మారి , ఆ తర్వాత 1968 సంవత్సరంలో లేల్యాండ్  మోటార్ కార్పొరేషన్ తో జరిగి బ్రిటిష్ లేల్యాండ్ గా మారి,1975 జాతీయం చేయబడినది.",
JEEP,"జీప్ అమెరికన్ ఆటోమొబైల్  స్టెల్లాంటిస్ లోని విభాగం .1987 సంవత్సరం నుంచి   జీప్ క్రిస్లర్  లో భాగంగా  ఉన్నది .  క్లిస్లర్  జీప్ బ్రాండ్ తీసుకునే ముందు , జీప్ బ్రాండ్ తో పాటు,  అమెరికన్ మోటార్స్ కార్పొరేషన్ (ఎఎంసి) ఆస్తులను  కూడా  తీసుకున్నది . ప్రస్తుత జీప్ తన ఉత్పాదనలో  స్పోర్ట్ యుటిలిటీ వేహికల్స్ , క్రాస్ ఓవర్ లు, పూర్తిగా ఆఫ్-రోడ్ యోగ్యమైన ఎస్ యువిలు , పికప్ ట్రక్కుల  మోడల్స్ ఉన్నాయి.",
KIA,"కియా కార్పొరేషన్ ని కియా(క్యుంగ్‌సంగ్ ప్రెసిషన్ ఇండస్ట్రీ,కియా మోటార్స్ కార్పొరేషన్)అని పిలుస్తారు. ఇది దక్షిణ కొరియా బహుళజాతి ఆటోమొబైల్ తయారీ సంస్థ . కియా  ప్రధాన కార్యాలయం సియోల్‌లో ఉంది . కియా మాతృ సంస్థ హ్యుండాయ్ మోటార్ కంపెనీ తర్వాత ఇది దక్షిణ కొరియాలో రెండవ అతిపెద్ద ఆటోమొబైల్ తయారీ సంస్థ. 2019 సంవత్సరంలో 2.8 మిలియన్ వాహనాల అమ్మకాలు జరిగాయి.",
LAMBORGHINI,"ఆటోమొబిలి లంబోర్ఘిని ఎస్.పి.ఎ. అనేది  ఒక ఇటాలియన్ బ్రాండ్ . ఇది  లగ్జరీ స్పోర్ట్స్ కార్లు, ఎస్.యు.వి కార్లను  సాంట్'అగాటా బోలోగ్నీస్ కేంద్రంగా  తయారుచేస్తుంది. ఈ కంపెని  తన అనుబంధ సంస్థ ఆడి ద్వారా వోక్స్ వ్యాగన్ గ్రూప్ యాజమాన్యంలో ఉంది.ఫెరారీతో సహా స్థాపించబడిన మార్క్వెస్ తో పోటీపడటానికి ఫెరుచియో లంబోర్ఘిని అనే ఇటాలియన్ తయారీ దిగ్గజం 1963 సంవత్సరంలో ఆటోమొబిలి ఫెర్రుచియో లంబోర్ఘిని ఎస్.పి.ఎ.ను స్థాపించింది . రియర్(వెనుక) మిడ్-ఇంజన్, రియర్-వీల్ డ్రైవ్ లేఅవుట్‌ను ఉపయోగిస్తున్నందుకు ఈ  కంపెనీ ప్రసిద్ధి చెందింది .లంబోర్ఘిని ప్రస్తుతం v12-పవర్డ్ అవెంటడార్, v10-పవర్డ్ హురాకాన్‌ ను ఉత్పత్తి చేస్తుంది, ట్విన్-టర్బో v8 ఇంజిన్ తో నడిచే ఉరుస్ ఎస్.యు. వి కూడా ఉంది. అదనంగా, కంపెనీ ఆఫ్ షోర్ పవర్ బోట్ రేసింగ్ కోసం v12 ఇంజిన్లను ఉత్పత్తి చేస్తుంది. 1948 సంవత్సరంలో ఫెర్రుచియో లంబోర్ఘిని చే  స్థాపించబడిన లంబోర్ఘిని ట్రాటోరికి ఇటలీలోని పైవ్ డి సెంటోలో ప్రధాన కార్యాలయం  కలిగి ఉంది . ఇది  ట్రాక్టర్లను ఉత్పత్తి చేస్తూనే ఉంది.",
LAND ROVER,"ల్యాండ్ రోవర్ ఇది ఒక  బ్రిటిష్ బ్రాండ్ . ఇవి  ప్రధానంగా ఫోర్ వీల్ డ్రైవ్, ఆఫ్-రోడ్ సామర్థ్యం కలిగిన వాహనాలు. ఇది బహుళజాతి కార్ల తయారీ సంస్థ  జాగ్వార్ ల్యాండ్ రోవర్ (జెఎల్ఆర్) యాజమాన్యంలో ఉంది. ఇది 2008 సంవత్సరం నుండి భారతదేశంలోని  టాటా మోటార్స్ కి   అనుబంధ సంస్థ. జెఎల్ఆర్ ప్రస్తుతం బ్రెజిల్, చైనా, భారతదేశం, స్లోవేకియా, యునైటెడ్ కింగ్డమ్ లలో ల్యాండ్ రోవర్లను నిర్మిస్తుంది. 1948 సంవత్సరంలో రోవర్ కంపెనీ ల్యాండ్ రోవర్ పేరును ఒక యుటిలిటేరియన్ 4డబ్ల్యుడి ఆఫ్-రోడర్ కొరకు రూపొందించింది.ఇప్పటికి ల్యాండ్ రోవర్ వాహనాలు ఖరీదైన, లగ్జరీ స్పోర్ట్ యుటిలిటీ కార్లను కలిగి ఉన్నాయి.1951 సంవత్సరంలో కింగ్ జార్జ్  VI ల్యాండ్ రోవర్ కు  రాయల్ వారెంట్ మంజూరు చేసింది. 50 సంవత్సరాల తరువాత, 2001 సంవత్సరంలో, అంతర్జాతీయ వాణిజ్యానికి అద్భుతమైన సహకారం అందించినందుకు క్వీన్స్ అవార్డును అందుకుంది. కాలక్రమేణా, ల్యాండ్ రోవర్ ఫోర్ వీల్ డ్రైవ్, ఆఫ్-రోడ్ సామర్థ్యం కలిగిన మోడల్స్ని పెంచుతూ   దాని స్వంత బ్రాండ్ గా ఎదిగింది . 1970 సంవత్సరంలో రేంజ్ రోవర్,  మిడ్ -రేంజ్  డిస్కవరీ,ఎంట్రీ -లెవెల్  ఫ్రీలాండర్ లైన్ (1989, 1997 సంవత్సరంలో) ప్రారంభించింది. 1990 సంవత్సరంలో ల్యాండ్ రోవర్ డిఫెండర్ రిఫ్రెష్ తో ప్రారంభించి,  డిస్కవరీ రెండు నమూనాలు, రేంజ్ రోవర్ నాలుగు విభిన్న నమూనాలు,  రెండవ తరం డిఫెండర్లు 2020 మోడల్ సంవత్సరానికి ఉత్పత్తిలోకి వెళ్ళాయి.",
LEXUS,"లెక్సస్ అనేది జపనీస్ ఆటోమేకర్ టయోటా  లగ్జరీ వాహన విభాగం . లెక్సస్ బ్రాండ్ ప్రపంచవ్యాప్తంగా 70 కి పైగా దేశాలు, భూభాగాలలో మార్కెట్ చేయబడింది . జపాన్లో  అత్యధికంగా అమ్ముడయ్యేవి ప్రీమియం కార్లు  . ఇది మార్కెట్ విలువలో 10 అతిపెద్ద జపనీస్ గ్లోబల్ బ్రాండ్లలో ఒకటిగా నిలిచింది. లెక్సస్ ప్రధాన కార్యాలయం జపాన్ లోని నాగోయాలో ఉంది. దీని కార్యాచరణ కేంద్రాలు బ్రస్సెల్స్, బెల్జియం,  ప్లానో, టెక్సాస్, యునైటెడ్ స్టేట్స్ లో ఉన్నాయి. జపనీస్ ప్రత్యర్థులు హోండా , నిస్సాన్ వరుసగా వారి అకురా , ఇన్ఫినిటీ లగ్జరీ విభాగాలను సృష్టించిన సమయంలోనే, లెక్సస్ 1989 సంవత్సరంలో లెక్సస్ ఎల్ఎస్ ప్రారంభించిన తరువాత సెడాన్, కూపే, కన్వర్టిబుల్, ఎస్‌యువి మోడళ్లను తయారుచేసింది . 2001 సంవత్సరం నుండి  2005 సంవత్సరం వరకు  కార్పొరేట్ పునర్వ్యవస్థీకరణ తరువాత, లెక్సస్ దాని స్వంత డిజైన్, ఇంజనీరింగ్ , తయారీ కేంద్రాలను నిర్వహించడం ప్రారంభించింది. లెక్సస్ తన సొంత ఎఫ్ మార్క్ పెర్ఫార్మెన్స్ విభాగాన్ని 2007 సంవత్సరంలో IS F స్పోర్ట్ సెడాన్ తో ప్రారంభించింది, తరువాత 2009 లో ఎల్ఎఫ్ఎ  సూపర్ కారుని తయారుచేసింది.",
LINCOLN,"లింకన్ ( లింకన్ మోటార్ కంపెనీ) ఇది  అమెరికన్ ఆటోమొబైల్ తయారీ సంస్థ  ఫోర్డ్  లగ్జరీ వాహన విభాగం. యునైటెడ్ స్టేట్స్లో దాని ఉనికి కోసం అగ్రశ్రేణి లగ్జరీ వెహికల్ బ్రాండ్లలో అమ్మబడింది , లింకన్ దాని  జనరల్ మోటార్స్ సహచరుడు కాడిలాక్ తో సన్నిహితంగా పోటీ పడింది. 1940 సంవత్సరం లింకన్ కాంటినెంటల్‌తో వ్యక్తిగత లగ్జరీ కార్ల విభాగాన్ని స్థాపించడంలో ఈ విభాగానికి ప్రత్యేకత ఉంది. ఇటీవల, 1998 సంవత్సరం లింకన్ నావిగేటర్ మొదటి పూర్తి-స్థాయి లగ్జరీ ఎస్‌యువి . 1917 సంవత్సరంలో లింకన్ మోటార్ కంపెనీని హెన్రీ ఎం. లేలాండ్ స్థాపించారు, దీనికి అబ్రహం లింకన్ పేరు పెట్టారు. ఫిబ్రవరి 1922 సంవత్సరంలో, ఈ సంస్థను దాని మాతృ సంస్థ ఫోర్డ్ ఈ రోజు వరకు సొంతం చేసుకుంది. రెండవ ప్రపంచ యుద్ధం తరువాత, ఫోర్డ్ లింకన్-మెర్క్యురీ విభాగాన్ని ఏర్పాటు చేసింది, లింకన్‌ను దాని మిడ్-రేంజ్  మెర్క్యురీ బ్రాండ్‌తో జత చేసింది. ప్రీమియర్ ఆటోమోటివ్ గ్రూప్ (జాగ్వార్, ల్యాండ్ రోవర్, ఆస్టన్ మార్టిన్, మరియు వోల్వో)తొలగింపు ,మెర్క్యురీని మూసివేయడంతో,  ఫోర్డ్ మోటార్ కంపెనీకి లింకన్ ఏకైక లగ్జరీ నేమ్‌ప్లేట్‌గా మిగిలిపోయింది.",
LOTUS,"లోటస్ కార్స్ లిమిటెడ్ ఇది ఒక బ్రిటిష్ ఆటోమోటివ్ కంపెనీ . దీని ప్రధాన కార్యాలయం ఇంగ్లాండ్‌లోని నార్ఫోక్‌లో ఉంది. ఇది తక్కువ బరువు, నిర్వహణకు ప్రసిద్ది చెందిన స్పోర్ట్స్ కార్లు,రేసింగ్ కార్లను తయారు చేస్తుంది. గతంలో లోటస్ ఫార్ములా వన్ రేసింగ్‌లో పాల్గొంది . టీమ్ లోటస్ ద్వారా, ఫార్ములా వన్ వరల్డ్ ఛాంపియన్‌షిప్‌ను ఏడుసార్లు గెలుచుకుంద.\nకోలిన్ చాప్మన్ లోటస్ కార్స్ ను  స్థాపించి చాలా సంవత్సరాలు  యజమానిగా ఉన్నాడు.  అతని మరణం, ఆర్థిక అస్థిరత తరువాత దీనిని జనరల్ మోటార్స్, తరువాత రొమానో ఆర్టియోలి , డిఆర్ బి-హైకామ్ కొన్నారు . ఇది ప్రస్తుతం చైనా బహుళజాతి  కంపెనీ గీలీ యాజమాన్యంలో ఉంది, దీనికి ఎటికా ఆటోమోటివ్ ఈక్విటీ భాగస్వామిగా ఉంది.లోటస్ కార్ల శాఖ అయిన ఇంజనీరింగ్ కన్సల్టెన్సీ సంస్థ లోటస్ ఇంజనీరింగ్ యునైటెడ్ కింగ్‌డమ్, యునైటెడ్ స్టేట్స్, చైనా , మలేషియాలో సౌకర్యాలను కలిగి ఉంది.",
MAHINDRA,"మహీంద్రా & మహీంద్రా లిమిటెడ్ ఒక భారతీయ బహుళజాతి ఆటోమోటివ్ తయారీ సంస్థ. దీని  ప్రధాన కార్యాలయం భారతదేశంలోని మహారాష్ట్రలోని ముంబైలో ఉంది . ఇది 1945 సంవత్సరంలో ముహమ్మద్ & మహీంద్రాగా స్థాపించబడింది.  తరువాత మహీంద్రా& మహీంద్రాగా పేరు మార్చబడింది. ఇది భారతదేశంలో అతిపెద్ద వాహన తయారీదారులలో,ఉత్పత్తి లో ఒకటి.  ప్రపంచంలో ఎక్కువగా  ట్రాక్టర్లను  తయారు  చేసే సంస్థ.\nఇది మహీంద్రా గ్రూప్ లో ఒక భాగం, ఇది భారతీయ సమ్మేళనం. 2018 సంవత్సరంలో ఫార్చ్యూన్ ఇండియా భారతదేశంలోని   500 అగ్రశ్రేణి కంపెనీల జాబితాలో ఇది 17 వ స్థానంలో ఉంది. భారతీయ మార్కెట్లో దీని ప్రధాన పోటీదారులలో మారుతి సుజుకి ,టాటా మోటార్స్ ఉన్నాయి. మహీంద్రా ఎంఎంఎ లు, ఎల్ సివిలు ,త్రిచక్ర వాహనాలతో సహా పెద్ద వాహనాలను ఉత్పత్తి చేస్తుంది. ఇది స్కార్పియో, బొలెరో, బహుళ-వినియోగ వాహనాలతో సహా 20 కి పైగా కార్ల నమూనాలను తయారు చేస్తుంది. ఇది గతంలో ఫోర్డ్ (ఫోర్డ్ ఇండియా ప్రైవేట్ లిమిటెడ్) తో ప్యాసింజర్ కార్లను నిర్మించడానికి జాయింట్ వెంచర్ ను కలిగి ఉంది. 3 సెప్టెంబర్ 2018 సంవత్సరంలో, మహీంద్రా మరాజో (షార్క్ ప్రేరేపిత వాహనం) మహీంద్రా రీసెర్చ్ వ్యాలీ (ఎమ్.ఆర్.వి), మ్యానా, పినిన్ ఫరీనా సహకారంతో నాలుగు వేరియెంట్లలో లాంఛ్ చేశారు. అక్టోబర్ 2020సంవత్సరంలో, మహీంద్రా రెండో తరం థార్ 2020 - ఆల్-న్యూ థార్ ను ప్రారంభించింది.",
MARUTI SUZUKI,"మారుతి సుజుకి ఇండియా లిమిటెడ్ (మారుతి ఉద్యోగ్ లిమిటెడ్ ) భారతీయ ఆటోమోటివ్ తయారీ సంస్థ.  ఇది భారతదేశంలోని న్యూ ఢిల్లీలో ఉంది . భారత ప్రభుత్వం దీన్ని  స్థాపించి 1981 సంవత్సరం మధ్య 2003 సంవత్సరం వరకు యాజమాని గా  ఉంది. దీనిని 2003 సంవత్సరంలో భారత ప్రభుత్వం సుజుకి మోటార్ కార్పొరేషన్‌కు విక్రయించింది. జూలై 2018 సంవత్సరం నాటికి, ఇది భారత ప్రయాణీకుల కార్ల మార్కెట్లో 53 శాతం మార్కెట్ వాటాను కలిగి ఉంది. ",
MASERATI,"మసెరటి ఎస్.పి.ఎ. ఒక ఇటాలియన్ లగ్జరీ వాహన తయారీ సంస్థ  .ఇది 1 డిసెంబర్ 1914 సంవత్సరంలో ఇటలీలోని బోలోగ్నాలో స్థాపించబడింది.  ఈ సంస్థ  ప్రధాన కార్యాలయం ఇప్పుడు మోడెనాలో ఉంది.  దీని చిహ్నం త్రిశూలం. ఈ సంస్థ 2021 సంవత్సరం నుండి స్టెలాంటిస్ యాజమాన్యంలో ఉంది. మసెరటి మొదట్లో ఫెరారీతో సంబంధం కలిగి ఉంది. మే 2014 సంవత్సరంలో, ప్రతిష్టాత్మక ప్రణాళికలు ,ప్రొడక్ట్ లాంఛ్ల కారణంగా, మసెరటి ఒక నెలలో 3 వేలకు పైగా కార్లను  విక్రయించి రికార్డ్  సృష్టించింది .ఈ కారణంగా  వారు క్వాట్రోపోర్ట్, ఘిబ్లి మోడళ్ల ఉత్పత్తిని పెంచారు. గిబ్లి , క్వాట్రోపోర్ట్‌తో పాటు, మసెరటి గ్రాన్‌టూరిస్మో, మసెరటి లెవాంటే (మొట్టమొదటి మసెరటి ఎస్‌యువీ) ను అందిస్తుంది. మసెరటి ప్రపంచవ్యాప్తంగా 75,000 వాహనాల వద్ద ప్రొడక్షన్ అవుట్పుట్ క్యాప్ ను ఉంచింది.",
MAZDA,"మాజ్డా మోటార్ కార్పొరేషన్ (మాజ్డా) జపనీస్ బహుళజాతి వాహన తయారీ సంస్థ. ఇది జపాన్లోని హిరోషిమా ప్రిఫెక్చర్,అకి డిస్ట్రిక్ట్, ఫుచీలో ఉంది . 2015 లో, మాజ్డా గ్లోబల్ అమ్మకాల కోసం 1.5 మిలియన్ వాహనాలను ఉత్పత్తి చేసింది, వీటిలో ఎక్కువ భాగం (దాదాపు 1 మిలియన్లు) కంపెనీ జపనీస్ ప్లాంట్లలో ఉత్పత్తి చేయబడ్డాయి, మిగిలినవి ప్రపంచవ్యాప్తంగా వివిధ ప్రాంతాల  ప్లాంట్ల నుండి వచ్చాయి. 2015 సంవత్సరంలో, మాజ్డా ప్రపంచవ్యాప్తంగా ఉత్పత్తిలో పదిహేనవ స్థానంలో ఉంది.",
MCLAREN,"మెక్లారెన్ రేసింగ్ లిమిటెడ్ అనేది బ్రిటిష్ మోటారు రేసింగ్ బృందం, ఇది ఇంగ్లాండ్‌లోని సర్రేలోని వోకింగ్‌లోని మెక్‌లారెన్ టెక్నాలజీ సెంటర్‌లో ఉంది. ఈ  సంస్థ  ప్రధాన ఉత్పత్తులు స్పోర్ట్స్ కార్లు, ఇవి నిర్ధారిత ఉత్పత్తి సౌకర్యాలతో  ఇంట్లో ఉత్పత్తి చేయబడతాయి. జూలై 2017 సంవత్సరంలో,  మెక్లారెన్ ఆటోమోటివ్ విస్తృత మెక్లారెన్ గ్రూప్  100% యాజమాన్యంలోని అనుబంధ సంస్థగా మారింది.",
MERCEDES-BENZ,"మెర్సిడెస్ బెంజ్ (మెర్సిడెస్) ఇది జర్మన్ ఆటోమోటివ్ బ్రాండ్ . 2019 సంవత్సరం చివరి నుండి, డైమ్లెర్ ఎజి కి  అనుబంధ సంస్థ మెర్సిడెస్ బెంజ్ ఎజి. మెర్సిడెస్ బెంజ్ లగ్జరీ వాహనాలు, వాణిజ్య వాహనాలను ఉత్పత్తి చేయడంలో  ప్రసిద్ది చెందింది. ప్రధాన కార్యాలయం బాడెన్-వుర్టంబెర్గ్‌లోని స్టుట్‌గార్ట్‌లో ఉంది. మొట్టమొదటి మెర్సిడెస్ బెంజ్ బ్రాండ్ నేమ్ వాహనాలు 1926 సంవత్సరంలో ఉత్పత్తి చేయబడ్డాయి. 2018 సంవత్సరంలో, మెర్సిడెస్ బెంజ్ ప్రపంచంలో అత్యధికంగా ప్రీమియం వాహనాలను విక్రయించింది, 2.31 మిలియన్ ప్యాసింజర్ కార్లను అమ్మింది . బ్రాండ్ కోసం నినాదం 'ఉత్తమమైనది లేదా ఏమీ లేదు'.",
